27,8,Whole,,5,19,2019-01-04 17:04:16.377016,2019-01-04 17:04:28.345803,NULL
28,3,Square,,5,20,2019-01-04 17:05:13.481775,2019-01-04 17:05:40.847241,NULL
29,1,Tablespoon,,5,15,2019-01-04 17:06:35.148071,2019-01-04 17:06:35.148071,NULL
30,1,Whole,White part thinly sliced,5,21,2019-01-04 17:06:58.728734,2019-01-04 17:07:15.419617,NULL
31,6,Oz,Cut into 1 inch lengths,5,22,2019-01-04 17:07:32.55126,2019-01-04 17:07:56.47842,NULL
32,1,Teaspoon,,5,12,2019-01-04 17:08:15.422802,2019-01-04 17:08:15.422802,NULL
33,4,Oz,Shredded,5,23,2019-01-04 17:08:40.561566,2019-01-04 17:08:54.034115,NULL
34,1,Cup,Shredded,5,24,2019-01-04 17:09:09.066052,2019-01-04 17:09:22.154159,NULL
35,20,Oz,,6,25,2019-01-05 16:24:39.022706,2019-01-05 16:24:47.665347,NULL
36,0.25,Teaspoon,,6,16,2019-01-05 16:25:59.08408,2019-01-05 16:25:59.08408,NULL
37,1,Tablespoon,,6,26,2019-01-05 16:26:38.832214,2019-01-05 16:26:49.787137,NULL
38,0.25,Teaspoon,,6,27,2019-01-05 16:27:23.928494,2019-01-05 16:27:52.320224,NULL
39,0.25,Teaspoon,,6,28,2019-01-05 16:28:15.509324,2019-01-05 16:28:27.435869,NULL
41,0.5,Teaspoon,,6,30,2019-01-05 16:29:22.492134,2019-01-05 16:29:29.993461,NULL
40,0.5,Teaspoon,,6,29,2019-01-05 16:28:59.335635,2019-01-05 16:30:31.977614,NULL
42,1,Teaspoon,,6,12,2019-01-05 16:30:22.337319,2019-01-05 16:30:43.923418,NULL
47,3,Whole,Ripe,7,35,2019-01-05 16:41:00.649671,2019-01-05 16:41:35.272731,NULL
48,1,Whole,Minced,7,36,2019-01-05 16:42:01.38426,2019-01-05 16:42:16.36109,NULL
50,0.5,Whole,Diced,6,9,2019-01-05 16:43:45.144814,2019-01-05 16:43:45.144814,NULL
51,1,Whole,Minced,6,10,2019-01-05 16:44:07.754788,2019-01-05 16:44:07.754788,NULL
52,0.25,Whole,Minced,7,38,2019-01-05 16:46:09.736783,2019-01-05 16:46:27.966033,NULL
53,1,Cloves,Minced,7,10,2019-01-05 16:46:53.59499,2019-01-05 16:46:53.59499,NULL
54,0.5,Whole,,7,39,2019-01-05 16:47:14.951537,2019-01-05 16:48:01.246133,NULL
55,0.25,Bunch,Thinly sliced,7,40,2019-01-05 16:48:49.125019,2019-01-05 16:49:21.307845,NULL
56,0.5,Bunch,Thinly sliced,6,40,2019-01-05 16:48:49.129095,2019-01-05 16:49:41.030984,NULL
57,2,Cup,,8,41,2019-01-05 16:53:08.968482,2019-01-05 16:53:15.284186,NULL
58,0.5,Cup,,8,15,2019-01-05 16:53:42.9909,2019-01-05 16:53:42.9909,NULL
59,1.5,Teaspoon,,8,12,2019-01-05 16:54:08.255784,2019-01-05 16:54:08.255784,NULL
60,0.5,15oz Can,,8,42,2019-01-05 16:54:41.334676,2019-01-05 16:55:11.634569,NULL
62,3,Tablespoon,,9,15,2019-01-05 17:05:33.544897,2019-01-05 17:06:25.271032,NULL
64,1,Cloves,Large,9,10,2019-01-05 17:05:33.577066,2019-01-05 17:06:42.221814,NULL
66,0.25,Teaspoon,,9,31,2019-01-05 17:05:33.610468,2019-01-05 17:07:00.636411,NULL
63,3,Tablespoon,Juiced,9,4,2019-01-05 17:05:33.567035,2019-01-05 17:07:26.136305,NULL
65,0.5,Teaspoon,,9,12,2019-01-05 17:05:33.595739,2019-01-05 17:07:41.404358,NULL
82,1.5,Lbs,,11,52,2019-01-05 17:31:32.124328,2019-02-06 17:58:08.52351,2
67,2,Whole,Diced,9,35,2019-01-05 17:05:33.614215,2019-01-05 17:08:37.007566,NULL
69,3,Tablespoon,,9,43,2019-01-05 17:09:01.125146,2019-01-05 17:09:07.135,NULL
70,1,Tablespoon,,9,44,2019-01-05 17:09:26.965343,2019-01-05 17:09:34.920542,NULL
71,0.25,Teaspoon,,9,45,2019-01-05 17:09:51.513067,2019-01-05 17:09:59.770186,NULL
72,0.33,Cup,,9,46,2019-01-05 17:10:25.411269,2019-01-05 17:10:38.906008,NULL
73,0.25,Whole,Diced,10,9,2019-01-05 17:13:54.392797,2019-01-05 17:14:11.784473,NULL
74,3,Cloves,,10,10,2019-01-05 17:13:54.401934,2019-01-05 17:14:34.792641,NULL
75,3,Teaspoon,,10,12,2019-01-05 17:13:54.405763,2019-01-05 17:14:45.536045,NULL
76,0.25,Bunch,,10,40,2019-01-05 17:13:54.416648,2019-01-05 17:15:02.195456,NULL
77,8,Whole,"Husked, washed, quartered",10,47,2019-01-05 17:15:27.860008,2019-01-05 17:15:56.732126,NULL
79,2,Whole,Stemmed and split,10,49,2019-01-05 17:16:46.694716,2019-01-05 17:17:07.699888,NULL
80,3,Tablespoon,,10,50,2019-01-05 17:17:36.476304,2019-01-05 17:17:44.372885,NULL
78,4,Whole,Stemmed,10,48,2019-01-05 17:16:17.956517,2019-01-05 17:18:12.52626,NULL
81,3,Whole,Cooked and diced,9,51,2019-01-05 17:19:44.017822,2019-01-05 17:20:37.088727,NULL
88,0.5,Whole,Diced,11,53,2019-01-05 17:43:23.776576,2019-02-06 17:59:02.065532,4
90,1,15oz Can,,11,55,2019-01-05 17:45:00.365164,2019-02-06 18:01:01.118638,8
89,1,Cup,Sliced,11,54,2019-01-05 17:43:48.958417,2019-02-06 18:00:22.974586,5
86,2,Cloves,Minced,11,10,2019-01-05 17:41:46.763627,2019-02-06 18:00:40.45469,6
87,1,Tablespoon,,11,46,2019-01-05 17:41:46.767948,2019-02-06 18:01:13.33731,7
92,1,Tablespoon,Rough Chop,11,57,2019-01-05 17:46:29.623179,2019-01-05 17:46:44.980552,NULL
101,0.25,Teaspoon,,13,31,2019-01-08 22:52:52.155257,2019-02-09 19:27:20.926982,NULL
134,1,Whole,,16,74,2019-01-16 22:45:05.907259,2019-01-16 22:45:20.178742,1
46,0.5,Head,Thinly sliced,6,34,2019-01-05 16:38:50.108596,2019-01-05 18:52:16.692879,NULL
94,0.5,Cup,,9,59,2019-01-07 00:35:53.87604,2019-01-07 00:36:06.816618,NULL
95,2.5,Lbs,,13,60,2019-01-08 22:48:06.768845,2019-01-08 22:48:19.26323,NULL
96,3,Whole,Large - Cut into 2 inch cubes,13,61,2019-01-08 22:48:45.328075,2019-01-08 22:49:16.4119,NULL
97,2,Whole,Peeled cored and quarted,13,62,2019-01-08 22:50:07.384845,2019-01-08 22:50:30.511071,NULL
98,2,Whole,Peeled cored and quarted,13,63,2019-01-08 22:50:46.188452,2019-01-08 22:51:05.178296,NULL
100,0.5,Teaspoon,,13,12,2019-01-08 22:52:15.389103,2019-01-08 22:52:32.917516,NULL
115,0.5,Teaspoon,,14,31,2019-01-08 23:01:27.485408,2019-02-09 19:27:34.028645,NULL
102,1,Teaspoon,,13,65,2019-01-08 22:53:21.51123,2019-01-08 22:53:37.06531,NULL
103,1,Teaspoon,,13,66,2019-01-08 22:53:59.933567,2019-01-08 22:54:12.660166,NULL
104,0.5,Cup,,13,67,2019-01-08 22:54:50.069362,2019-01-08 22:55:03.082104,NULL
105,1,Tablespoon,,13,68,2019-01-08 22:55:33.914981,2019-01-08 22:55:40.050599,NULL
106,64,Oz,,14,56,2019-01-08 23:01:27.470364,2019-01-08 23:02:45.933593,NULL
109,1,Whole,Seeded and diced,14,36,2019-01-08 23:01:27.47567,2019-01-08 23:03:06.398279,NULL
110,3,Cloves,Minced,14,10,2019-01-08 23:01:27.477253,2019-01-08 23:03:22.921893,NULL
111,1,Tablespoon,,14,26,2019-01-08 23:01:27.478799,2019-01-08 23:03:33.879109,NULL
112,1,Teaspoon,,14,30,2019-01-08 23:01:27.480358,2019-01-08 23:03:49.364767,NULL
116,4,Whole,,14,51,2019-01-08 23:01:27.487191,2019-01-08 23:04:11.64163,NULL
118,2,Whole,,14,39,2019-01-08 23:01:27.490351,2019-01-08 23:04:30.390764,NULL
167,2,Tablespoon,,23,70,2019-01-27 16:04:43.376305,2019-02-09 19:27:59.59561,2
117,1,Bunch,,14,40,2019-01-08 23:01:27.488788,2019-01-08 23:04:57.31606,NULL
108,1,Whole,Medium sized - Diced,14,9,2019-01-08 23:01:27.474106,2019-01-08 23:05:23.990208,NULL
107,1,15oz Can,,14,55,2019-01-08 23:01:27.472573,2019-01-08 23:05:46.10322,NULL
114,0.5,Teaspoon,,14,12,2019-01-08 23:01:27.483477,2019-01-08 23:06:09.334077,NULL
113,1,Teaspoon,,14,28,2019-01-08 23:01:27.481894,2019-01-08 23:06:25.496273,NULL
119,3,Whole,,14,35,2019-01-08 23:01:27.491989,2019-01-08 23:06:36.547812,NULL
129,1,Lbs,,15,69,2019-01-08 23:15:30.069894,2019-01-08 23:15:38.085111,NULL
122,0.25,Teaspoon,,15,16,2019-01-08 23:15:07.230667,2019-01-09 03:47:04.100158,NULL
123,1,Teaspoon,,15,28,2019-01-08 23:15:07.234013,2019-01-09 03:47:24.838379,NULL
124,1,Teaspoon,,15,30,2019-01-08 23:15:07.244735,2019-01-09 03:47:38.485854,NULL
125,0.25,Teaspoon,,15,12,2019-01-08 23:15:07.250067,2019-01-09 03:47:55.645728,NULL
130,1,Tablespoon,,15,70,2019-01-08 23:16:02.24392,2019-01-09 03:48:24.311257,NULL
135,1,Package,Diced,16,75,2019-01-16 22:46:02.851436,2019-01-16 22:46:20.719584,2
120,0.25,Whole,Diced,15,38,2019-01-08 23:15:07.221239,2019-01-09 03:49:01.259419,NULL
133,1,Bunch,,15,73,2019-01-08 23:16:43.577129,2019-01-09 03:49:10.737108,NULL
127,2,Tablespoon,,15,44,2019-01-08 23:15:07.257397,2019-01-09 03:49:24.183795,NULL
128,1,Teaspoon,,15,68,2019-01-08 23:15:07.261409,2019-01-09 03:49:34.575893,NULL
132,2,Whole,Sliced,15,72,2019-01-08 23:16:25.902,2019-01-09 03:50:04.791534,NULL
131,1,Whole,Small dice,15,71,2019-01-08 23:16:13.830263,2019-01-09 03:50:26.891941,NULL
121,1,1 Inch,Minced,15,6,2019-01-08 23:15:07.225891,2019-01-09 03:50:52.723832,NULL
126,2,Tablespoon,,15,15,2019-01-08 23:15:07.25341,2019-01-09 03:51:07.890061,NULL
99,0.5,Teaspoon,,13,31,2019-01-08 22:52:15.384732,2019-01-09 03:58:40.216962,NULL
136,0.5,Whole,Quartered,16,9,2019-01-16 22:47:09.081451,2019-01-16 22:47:29.307381,3
137,0.25,Cup,,16,15,2019-01-16 22:47:09.084195,2019-01-16 22:48:13.024292,4
138,1,Package,,12,76,2019-01-16 23:00:33.241395,2019-01-16 23:00:51.336276,2
159,0.5,Cup,,22,15,2019-01-27 15:50:21.024427,2019-02-09 19:28:56.407821,6
141,0.5,Whole,Diced,17,79,2019-01-16 23:02:59.199625,2019-01-16 23:03:13.825344,3
91,1,Cup,,11,56,2019-01-05 17:45:32.397847,2019-02-06 18:01:32.290431,9
139,1,Whole,Processed to rice,17,77,2019-01-16 23:02:12.793468,2019-01-16 23:04:53.146671,1
143,1,Lbs,,18,58,2019-01-16 23:05:56.12498,2019-01-16 23:06:07.698038,1
144,1,Lbs,,19,81,2019-01-16 23:07:37.024838,2019-01-16 23:07:46.391521,1
145,1,Lbs,,20,81,2019-01-16 23:09:28.968134,2019-01-16 23:09:40.151272,1
146,1,Package,,20,76,2019-01-16 23:09:28.969847,2019-01-16 23:10:00.47278,5
147,3,Whole,Diced,20,71,2019-01-16 23:09:28.971507,2019-01-16 23:10:22.420501,2
148,1,Bunch,Sliced,20,3,2019-01-16 23:09:28.973274,2019-01-16 23:10:50.747902,3
149,1,Whole,Thinly sliced,21,36,2019-01-17 04:34:59.481528,2019-01-17 04:35:33.206925,1
150,2,Cloves,Minced,21,10,2019-01-17 04:34:59.485336,2019-01-17 04:36:06.37035,2
153,0.25,Cup,,21,15,2019-01-17 04:34:59.497202,2019-01-17 04:36:58.410286,3
151,0.25,Bunch,Coarsely chopped,21,40,2019-01-17 04:34:59.490107,2019-01-17 04:37:53.754253,4
154,1,Teaspoon,,21,12,2019-01-17 04:34:59.498932,2019-01-17 04:38:13.786925,5
155,0.75,Teaspoon,,21,30,2019-01-17 04:34:59.501615,2019-01-17 04:38:56.308357,6
152,3,Whole,Juiced,21,39,2019-01-17 04:34:59.492694,2019-01-17 04:39:58.541755,7
156,1,Lbs,,21,82,2019-01-17 04:40:40.825466,2019-01-17 04:41:21.736289,8
162,3,Lbs,About 18 tomatoes,22,83,2019-01-27 15:51:09.011538,2019-01-27 15:51:30.59899,1
140,2,Tablespoon,,17,15,2019-01-16 23:02:29.791607,2019-02-09 19:28:38.598094,2
164,1.125,Teaspoon,,22,12,2019-01-27 15:53:37.00659,2019-01-27 15:54:04.06827,3
163,0.75,Teaspoon,,22,84,2019-01-27 15:52:05.675462,2019-01-27 15:54:30.304468,4
158,3,Cloves,Minced,22,10,2019-01-27 15:50:21.020425,2019-01-27 15:54:59.256407,5
160,3.5,Cup,,22,56,2019-01-27 15:50:21.032256,2019-01-27 15:55:44.984211,7
161,2,Tablespoon,Sliced,22,57,2019-01-27 15:50:21.036344,2019-01-27 15:56:07.520136,8
166,1.5,Lbs,Peel and chopped into chunks,23,85,2019-01-27 16:03:45.164485,2019-01-27 16:04:09.624263,1
165,0.25,Teaspoon,,23,12,2019-01-27 16:03:17.280768,2019-01-27 16:05:30.536218,3
170,0.5,Cup,,24,12,2019-02-01 20:19:51.899497,2019-02-01 20:27:44.262254,3
172,2,Teaspoon,,24,29,2019-02-01 20:19:51.903548,2019-02-01 20:29:37.85468,6
169,1,15oz Can,,24,42,2019-02-01 20:19:51.897283,2019-02-01 20:31:19.084037,9
142,0.33,Cup,,17,80,2019-01-16 23:03:45.874483,2019-02-06 17:38:32.943365,4
93,1,Lbs,,12,58,2019-01-05 17:49:56.528108,2019-02-06 18:14:12.451701,1
168,4,Lbs,,24,52,2019-02-01 20:19:51.895034,2019-02-01 20:27:09.457055,1
176,6,Cup,,24,87,2019-02-01 20:20:36.530656,2019-02-01 20:27:24.840851,2
212,1,Lbs,Trimmed and closely shaved,29,96,2019-02-09 19:06:13.827346,2019-02-09 19:09:39.352866,8
171,2,Teaspoon,,24,27,2019-02-01 20:19:51.901556,2019-02-01 20:29:20.859391,5
173,2,Teaspoon,,24,13,2019-02-01 20:19:51.905558,2019-02-01 20:29:53.590515,7
184,0.25,Cup,,26,15,2019-02-05 22:35:16.757398,2019-02-09 19:28:49.964386,4
175,0.5,Cup,,24,15,2019-02-01 20:19:51.909702,2019-02-01 20:30:46.350073,8
178,1,Package,,25,88,2019-02-05 22:23:53.305935,2019-02-05 22:24:15.186099,2
179,2,Whole,Thinly sliced,25,89,2019-02-05 22:24:38.739298,2019-02-05 22:24:53.115741,3
181,2,Bunch,Sliced,26,3,2019-02-05 22:35:16.75145,2019-02-05 22:36:22.371468,1
182,1,Whole,,26,35,2019-02-05 22:35:16.753955,2019-02-05 22:37:59.845731,2
183,1,Whole,Juiced,26,4,2019-02-05 22:35:16.755843,2019-02-05 22:39:02.40933,1
237,1,Lbs,Trimmed,31,104,2019-02-09 19:32:01.151106,2019-02-09 19:35:46.034853,10
177,1,Lbs,,25,25,2019-02-05 22:23:31.744459,2019-02-05 23:38:28.620476,1
180,1,Whole,,25,9,2019-02-05 22:27:09.458097,2019-02-05 23:38:44.432322,5
185,2,Tablespoon,,11,15,2019-02-06 17:57:06.992519,2019-02-06 17:57:32.132751,1
186,0.5,Whole,Diced,11,9,2019-02-06 17:59:35.887481,2019-02-06 17:59:56.732701,3
189,2,Cloves,,16,10,2019-02-06 18:13:13.267892,2019-02-06 18:13:32.087297,5
202,1,15oz Can,,27,93,2019-02-06 18:20:12.531666,2019-02-06 18:20:57.170534,1
190,0.25,Cup,,27,15,2019-02-06 18:18:16.172567,2019-02-06 18:21:30.142159,2
191,0.5,Whole,Small dice,27,38,2019-02-06 18:18:16.174867,2019-02-06 18:21:51.407271,3
192,3,Cloves,Minced,27,10,2019-02-06 18:18:16.180315,2019-02-06 18:22:14.967172,4
193,2,Whole,Cut into small chunks,27,35,2019-02-06 18:18:16.182134,2019-02-06 18:22:37.153906,5
194,1,Bunch,Sliced,27,34,2019-02-06 18:18:16.184012,2019-02-06 18:23:07.266282,6
200,0.5,Cup,Sliced in half,27,91,2019-02-06 18:18:57.371498,2019-02-06 18:23:32.636947,7
199,1,Package,,27,90,2019-02-06 18:18:32.912506,2019-02-06 18:23:55.315665,8
201,1,Cup,,27,92,2019-02-06 18:19:16.67612,2019-02-06 18:24:13.241959,9
195,0.25,Cup,Cold,27,87,2019-02-06 18:18:16.185898,2019-02-06 18:24:43.021589,10
196,0.25,Teaspoon,,27,12,2019-02-06 18:18:16.187909,2019-02-06 18:25:04.871714,11
197,1,Tablespoon,,27,68,2019-02-06 18:18:16.191292,2019-02-06 18:25:24.198535,12
198,2,Whole,Juiced,27,4,2019-02-06 18:18:16.195782,2019-02-06 18:25:51.141348,13
203,1,Bunch,Thinly sliced,27,40,2019-02-06 18:35:40.531697,2019-02-06 18:36:04.499396,14
204,2,Bunch,,28,94,2019-02-06 20:38:34.410429,2019-02-06 20:38:46.682064,1
187,1,Pinch,To taste,7,12,2019-02-06 18:05:22.458341,2019-02-09 17:23:49.516061,7
188,1,Pinch,To taste,7,13,2019-02-06 18:05:22.461955,2019-02-09 17:24:07.454951,4
213,1.5,Teaspoon,,29,97,2019-02-09 19:06:34.067258,2019-02-09 19:06:57.32356,3
206,4,Tablespoon,,29,15,2019-02-09 19:05:23.824508,2019-02-09 19:07:10.540909,2
205,1.5,Lbs,,29,25,2019-02-09 19:05:23.819231,2019-02-09 19:07:21.416463,1
207,0.5,Teaspoon,,29,16,2019-02-09 19:05:23.83335,2019-02-09 19:07:55.291743,6
208,1,Teaspoon,,29,84,2019-02-09 19:05:23.843045,2019-02-09 19:08:24.815354,4
210,1,Teaspoon,,29,65,2019-02-09 19:05:23.856341,2019-02-09 19:08:38.945782,5
209,1,Pinch,,29,12,2019-02-09 19:05:23.851843,2019-02-09 19:09:07.064533,7
214,2,Tablespoon,Melted,29,98,2019-02-09 19:10:05.453776,2019-02-09 19:10:21.736657,9
211,2,Whole,Thinly sliced,29,95,2019-02-09 19:05:39.618898,2019-02-09 19:10:37.799227,10
224,2,Tablespoon,"Coarsely chopped, pan roasted",30,99,2019-02-09 19:19:35.20053,2019-02-09 19:20:19.074325,10
215,1,Lbs,,30,69,2019-02-09 19:19:13.810337,2019-02-09 19:20:34.734206,1
216,0.75,Teaspoon,,30,12,2019-02-09 19:19:13.879012,2019-02-09 19:20:57.804343,2
222,1,Pinch,,30,31,2019-02-09 19:19:14.085621,2019-02-09 19:21:13.310727,3
217,2,Teaspoon,,30,29,2019-02-09 19:19:13.952006,2019-02-09 19:21:32.359478,4
218,1,Teaspoon,,30,30,2019-02-09 19:19:13.988096,2019-02-09 19:21:57.860081,5
219,0.75,Teaspoon,,30,16,2019-02-09 19:19:14.020072,2019-02-09 19:22:14.687866,6
220,3,Tablespoon,,30,70,2019-02-09 19:19:14.029787,2019-02-09 19:22:43.938462,7
221,2,Cloves,,30,10,2019-02-09 19:19:14.082089,2019-02-09 19:23:04.866669,8
225,0.33,Cup,Thinly sliced,30,100,2019-02-09 19:24:11.00309,2019-02-09 19:24:24.823409,13
223,1,Head,Processed to rice,30,77,2019-02-09 19:19:14.089725,2019-02-09 19:24:59.560912,11
227,2,Teaspoon,,30,101,2019-02-09 19:26:16.706794,2019-02-09 19:26:30.516888,12
157,2.25,Teaspoon,,22,31,2019-01-27 15:50:21.01655,2019-02-09 19:27:13.675288,2
174,0.5,Cup,,24,70,2019-02-01 20:19:51.907658,2019-02-09 19:28:08.758987,4
228,1,Tablespoon,,31,70,2019-02-09 19:31:04.51988,2019-02-09 19:32:19.867773,1
230,1,Teaspoon,,31,12,2019-02-09 19:31:04.56503,2019-02-09 19:32:31.996822,3
232,0.5,Teaspoon,,31,31,2019-02-09 19:31:04.617727,2019-02-09 19:32:53.434939,4
233,3,Cloves,Minced,31,10,2019-02-09 19:31:04.620675,2019-02-09 19:34:31.860489,6
229,2,Lbs,Cut into 1 inch lengths,31,82,2019-02-09 19:31:04.54284,2019-02-09 19:33:25.512782,2
231,1,Whole,Sliced,31,79,2019-02-09 19:31:04.605086,2019-02-09 19:33:47.059836,5
234,1,15oz Can,,31,42,2019-02-09 19:31:04.645256,2019-02-09 19:34:47.781075,7
235,3,Tablespoon,,31,102,2019-02-09 19:31:20.556507,2019-02-09 19:35:05.490383,8
236,2,Teaspoon,,31,103,2019-02-09 19:31:42.063039,2019-02-09 19:35:23.865767,9
251,8,Whole,"Husked, washed, dried",32,47,2019-02-09 19:37:57.408201,2019-02-09 19:38:27.326333,1
239,2,Cup,,32,56,2019-02-09 19:37:29.021605,2019-02-09 19:40:25.414812,4
240,0.25,Cup,Diced,32,9,2019-02-09 19:37:29.025787,2019-02-09 19:40:43.002818,5
241,1,Cloves,Minced,32,10,2019-02-09 19:37:29.034914,2019-02-09 19:41:08.283883,6
243,1,Tablespoon,,32,15,2019-02-09 19:37:29.042607,2019-02-09 19:41:47.828596,8
244,1,Tablespoon,Cut into 1 inch lengths,32,60,2019-02-09 19:37:29.045831,2019-02-09 19:42:14.162956,9
246,0.5,Teaspoon,,32,30,2019-02-09 19:37:29.056067,2019-02-09 19:43:40.280361,12
247,0.5,Teaspoon,,32,28,2019-02-09 19:37:29.059201,2019-02-09 19:43:53.78005,13
248,1,Pinch,,32,31,2019-02-09 19:37:29.062394,2019-02-09 19:44:06.688938,14
250,2,Cup,,32,24,2019-02-09 19:37:29.069733,2019-02-09 19:44:47.612507,16
252,1,Whole,"Sliced, seeded",32,105,2019-02-09 19:39:27.762733,2019-02-09 19:39:53.203249,3
238,1,Whole,"Sliced, seeded",32,36,2019-02-09 19:37:29.015684,2019-02-09 19:40:01.189104,2
242,0.5,Teaspoon,,32,12,2019-02-09 19:37:29.03927,2019-02-09 19:41:26.254081,7
253,1,15oz Can,,32,106,2019-02-09 19:42:35.983326,2019-02-09 19:42:47.206596,10
245,2,Whole,"Peeled, cut into 1 inch pieces",32,61,2019-02-09 19:37:29.050708,2019-02-09 19:43:20.153597,11
249,0.25,Cup,Thinly sliced,32,40,2019-02-09 19:37:29.066067,2019-02-09 19:44:27.936753,15
254,3,Whole,Thinly sliced,32,107,2019-02-09 19:45:11.388128,2019-02-09 19:45:28.863514,17
255,1,Whole,"Peeled, cut into 1 inch pieces",33,61,2019-02-09 19:59:26.493687,2019-02-09 20:01:33.557622,1
266,1,Cup,Cut into 1 inch lengths,33,108,2019-02-09 20:00:02.907866,2019-02-09 20:01:57.375009,2
256,2,Whole,Cut into 1/2 inch slices,33,71,2019-02-09 19:59:26.495556,2019-02-09 20:02:55.049517,3
284,4,Cup,,35,56,2019-02-09 20:21:31.114415,2019-02-09 20:24:00.784036,7
257,1,Whole,Cut into 1/2 inch slices,33,85,2019-02-09 19:59:26.497108,2019-02-09 20:04:40.774899,4
258,0.5,Whole,Cut into wedges,33,9,2019-02-09 19:59:26.49878,2019-02-09 20:05:14.206049,5
267,2,Oz,Chopped,33,109,2019-02-09 20:00:28.00969,2019-02-09 20:05:37.165736,6
259,0.5,Teaspoon,,33,12,2019-02-09 19:59:26.500233,2019-02-09 20:06:01.155245,7
260,0.5,Teaspoon,,33,31,2019-02-09 19:59:26.501738,2019-02-09 20:06:25.395377,8
296,0.25,Cup,Diced,36,9,2019-02-11 20:18:25.099054,2019-02-11 20:23:54.169643,7
261,4,Whole,,33,52,2019-02-09 19:59:26.503242,2019-02-09 20:07:06.63247,9
262,2,Teaspoon,Chopped,33,75,2019-02-09 19:59:26.504613,2019-02-09 20:08:04.307646,10
263,2,Teaspoon,,33,101,2019-02-09 19:59:26.506016,2019-02-09 20:08:25.353711,11
264,1,Cloves,Minced,33,10,2019-02-09 19:59:26.507579,2019-02-09 20:08:59.618776,12
268,1,Tablespoon,,33,15,2019-02-09 20:09:20.274126,2019-02-09 20:09:36.805484,13
265,1,Whole,Sliced for serving,33,4,2019-02-09 19:59:26.509018,2019-02-09 20:10:04.24088,14
275,2,Whole,Large Leaves,34,110,2019-02-09 20:13:08.949232,2019-02-09 20:14:40.779119,1
269,1,Whole,"Halved, pitted, smashed",34,35,2019-02-09 20:12:47.280542,2019-02-09 20:15:19.774576,2
270,2,Teaspoon,Juiced,34,4,2019-02-09 20:12:47.283278,2019-02-09 20:15:41.443863,3
297,1,Bunch,Sliced,36,3,2019-02-11 20:18:25.10077,2019-02-11 20:24:08.073345,8
271,1,Cloves,Mined,34,10,2019-02-09 20:12:47.285054,2019-02-09 20:16:18.043199,4
